Name,Website,Phone Number,City,State,Number of Employees,zia_industry,zia_company_stage,zia_org_size,zia_service_line,zia_client_health,Create Date
Stonebridge Family Dentistry Group,https://stonebridgefamilydentistrygr.example,+12965008244,Atlanta,GA,40,General Dentistry — Group,active_client,4,organizational_design,watchlist,2026-01-02
Alder Creek Smile Dentistry,https://aldercreeksmiledentistry.example,+15973424750,Kansas City,MO,7,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-10-15
Tarrant Movement Clinic,https://tarrantmovementclinic.example,+18972641966,Long Beach,CA,13,Physical Therapy,at_risk,1,organizational_design,at_risk,2026-01-16
Ashford Oral & Maxillofacial Surgery,https://ashfordoralmaxillofacialsurg.example,+17517908783,Raleigh,NC,9,Oral Surgery,active_client,1,organizational_design,healthy,2024-12-02
Belmont Orthodontic Group,https://belmontorthodonticgroup.example,+19696674889,Miami,FL,21,Orthodontics,active_client,1,organizational_design,healthy,2026-01-17
Beacon Orthodontic Specialists,https://beaconorthodonticspecialists.example,+15482391783,Cleveland,OH,48,Orthodontics,active_client,4,organizational_design,healthy,2026-02-09
Granville Oral Health Partners,https://granvilleoralhealthpartners.example,+15033973360,New Orleans,LA,160,Dental Services Organization,active_client,16,organizational_design,healthy,2025-04-09
Sinclair Dental Care Group,https://sinclairdentalcaregroup.example,+12535646025,Arlington,TX,33,General Dentistry — Group,active_client,3,organizational_design,healthy,2024-09-03
Westgate Oral & Maxillofacial Surgery,https://westgateoralmaxillofacialsur.example,+12902958899,Bakersfield,CA,20,Oral Surgery,active_client,1,organizational_design,watchlist,2026-02-18
Nortonville Dental Collective,https://nortonvilledentalcollective.example,+18748667217,Tampa,FL,44,,at_risk,4,organizational_design,at_risk,2024-08-17
Summit Ridge Dental Care Group,https://summitridgedentalcaregroup189.example,+14852584968,Aurora,CO,52,General Dentistry — Group,active_client,4,organizational_design,watchlist,2025-04-03
Sinclair Dental Partners,https://sinclairdentalpartners.example,+17938312850,Santa Ana,CA,476,Dental Services Organization,active_client,28,organizational_design,watchlist,2025-04-19
Sinclair Dental Partners,https://sinclairdentalpartners191.example,+13893106026,Anaheim,CA,588,Dental Services Organization,active_client,42,organizational_design,healthy,2025-04-17
Cedar Point Smile Dentistry,https://cedarpointsmiledentistry192.example,+18523534025,New York,NY,19,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-04-21
Cedar Point Dental Partners,https://cedarpointdentalpartners.example,+19678541366,Los Angeles,CA,540,Dental Services Organization,active_client,36,organizational_design,healthy,2026-03-13
Bramwell Orthodontic Specialists,https://bramwellorthodonticspecialis.example,+17153801080,Chicago,IL,28,Orthodontics,active_client,2,organizational_design,healthy,2025-02-02
Nortonville Dental Studio,https://nortonvilledentalstudio.example,+15273988280,Houston,TX,9,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-12-18
Prescott Dental Alliance,https://prescottdentalalliance.example,+19108885779,Phoenix,AZ,315,Dental Services Organization,active_client,35,organizational_design,healthy,2025-02-07
Maplewood Smile Dentistry,https://maplewoodsmiledentistry197.example,+12776143512,Philadelphia,PA,15,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-05-08
Camden Dental Associates,https://camdendentalassociates.example,+17344656025,San Antonio,TX,40,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-08-03
Hollis Dental Care,https://hollisdentalcare.example,+16347476069,San Diego,CA,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-04-29
Belmont Dental Care,https://belmontdentalcare.example,+12948126219,Dallas,TX,9,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-07-08
Cedar Point Orthodontics,https://cedarpointorthodontics.example,+13605225578,San Jose,CA,22,Orthodontics,active_client,2,organizational_design,healthy,2025-02-19
Windsor Periodontal Specialists,https://windsorperiodontalspecialist.example,+17047492267,Austin,TX,6,Periodontics,active_client,1,organizational_design,healthy,2026-02-19
Brookvale Family Dentistry Group,https://brookvalefamilydentistrygrou.example,+16798176353,Jacksonville,FL,54,General Dentistry — Group,active_client,3,organizational_design,watchlist,2025-06-25
Wexford Root Canal Specialists,https://wexfordrootcanalspecialists.example,+17645929261,Fort Worth,TX,19,Periodontics,active_client,1,organizational_design,healthy,2025-06-10
Camden Pediatric Dentistry,https://camdenpediatricdentistry.example,+16269524479,Columbus,OH,15,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-04-19
Cedar Point Dental Partners,https://cedarpointdentalpartners206.example,+12736464032,Indianapolis,IN,135,Dental Services Organization,active_client,9,organizational_design,healthy,2025-07-20
Meridian Dental Care Group,https://meridiandentalcaregroup207.example,+12873803475,Charlotte,NC,65,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-08-19
Oakhurst Smile Dentistry,https://oakhurstsmiledentistry.example,+13098992856,San Francisco,CA,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-03
Brookvale Family Dentistry Group,https://brookvalefamilydentistrygrou209.example,+15515632566,Seattle,WA,24,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-02-08
Kingsley Periodontics,https://kingsleyperiodontics.example,+12645892895,Denver,CO,16,Periodontics,active_client,1,organizational_design,healthy,2025-01-09
Fairmont Sleep Medicine,https://fairmontsleepmedicine.example,+13478822994,Boston,MA,16,Medical — Specialty,active_client,1,organizational_design,healthy,2025-12-09
Kingsley Dental Collective,https://kingsleydentalcollective.example,+16895848618,El Paso,TX,44,Dental Services Organization,at_risk,4,organizational_design,at_risk,2026-03-07
Kingsley Dental Alliance,https://kingsleydentalalliance.example,+15382878717,Nashville,TN,288,Dental Services Organization,active_client,18,organizational_design,healthy,2025-06-30
Highpoint Smile Dentistry,https://highpointsmiledentistry.example,+15325547807,Detroit,MI,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-02
Brookvale Orthodontic Group,https://brookvaleorthodonticgroup.example,+19435311748,Oklahoma City,OK,36,Orthodontics,active_client,2,organizational_design,healthy,2024-09-09
Harbour Dental Partners,https://harbourdentalpartners.example,+15912776255,Portland,OR,720,Dental Services Organization,active_client,40,organizational_design,watchlist,2025-09-28
Cedar Point Sleep Medicine,https://cedarpointsleepmedicine.example,+19258432144,Las Vegas,NV,12,Medical — Specialty,active_client,1,organizational_design,healthy,2024-12-13
Pinehurst Periodontal Specialists,https://pinehurstperiodontalspeciali.example,+14412845053,Memphis,TN,19,Periodontics,active_client,1,organizational_design,watchlist,2025-08-30
Oakhurst Oral Health Partners,https://oakhurstoralhealthpartners.example,+19297189152,Louisville,KY,680,Dental Services Organization,active_client,40,organizational_design,healthy,2025-05-28
Draycott Braces & Aligners,https://draycottbracesaligners.example,+19686036503,Baltimore,MD,32,Orthodontics,active_client,2,organizational_design,healthy,2025-05-08
Glenwood Smile Dentistry,https://glenwoodsmiledentistry.example,+13085644603,Milwaukee,WI,19,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-09-10
Harbour Periodontics,https://harbourperiodontics.example,+14715451883,Albuquerque,NM,17,Periodontics,active_client,1,organizational_design,watchlist,2025-11-19
Silverbrook Dental Associates,https://silverbrookdentalassociates.example,+13752915996,Tucson,AZ,36,General Dentistry — Group,at_risk,4,organizational_design,at_risk,2026-02-02
Glenwood Braces & Aligners,https://glenwoodbracesaligners224.example,+15656217738,Fresno,CA,48,Orthodontics,active_client,3,organizational_design,healthy,2026-03-13
Brookvale Dental Collective,https://brookvaledentalcollective.example,+17299904199,Mesa,AZ,153,Dental Services Organization,active_client,17,organizational_design,healthy,2025-07-02
Ridgeway Dental Associates,https://ridgewaydentalassociates.example,+15652119789,Sacramento,CA,18,General Dentistry — Group,at_risk,2,organizational_design,at_risk,2025-09-11
Redwood Dental Associates,https://redwooddentalassociates.example,+16288332056,Atlanta,GA,70,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-12-26
Draycott Dental Studio,https://draycottdentalstudio.example,+19198992425,Kansas City,MO,8,,active_client,1,organizational_design,watchlist,2024-09-26
Brookvale Dental Group,https://brookvaledentalgroup.example,+12375656148,Long Beach,CA,24,General Dentistry — Group,active_client,2,organizational_design,healthy,2024-09-19
Kingsley Dental Care Group,https://kingsleydentalcaregroup230.example,+17785028655,Raleigh,NC,60,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-06-26
Bramwell Dental Studio,https://bramwelldentalstudio.example,+12674982184,Miami,FL,9,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-09-07
Granville Braces & Aligners,https://granvillebracesaligners.example,+14625999491,Cleveland,OH,56,Orthodontics,active_client,4,organizational_design,healthy,2026-02-27
Summit Ridge Family Dental,https://summitridgefamilydental233.example,+18037054905,New Orleans,LA,10,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-06-14
Highpoint Oral Health Partners,https://highpointoralhealthpartners.example,+19416236065,Arlington,TX,165,Dental Services Organization,active_client,15,organizational_design,healthy,2026-02-23
Maplewood Periodontics,https://maplewoodperiodontics.example,+16603341479,Bakersfield,CA,21,Periodontics,active_client,1,organizational_design,watchlist,2025-02-08
Prescott Oral Health Partners,https://prescottoralhealthpartners.example,+16442131390,Tampa,FL,578,Dental Services Organization,active_client,34,organizational_design,watchlist,2025-01-28
Tarrant Smile Dentistry,https://tarrantsmiledentistry.example,+18545142150,Aurora,CO,18,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-01-25
Wexford Dental Care Group,https://wexforddentalcaregroup.example,+18322111716,Santa Ana,CA,60,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-12-18
Camden Family Dental,https://camdenfamilydental.example,+19284535962,Anaheim,CA,14,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-11-17
Fieldstone Dental Collective,https://fieldstonedentalcollective.example,+13572912746,New York,NY,160,Dental Services Organization,active_client,16,organizational_design,watchlist,2024-09-10
Riverstone Family Dentistry Group,https://riverstonefamilydentistrygro.example,+16452526982,Los Angeles,CA,56,General Dentistry — Group,active_client,4,organizational_design,healthy,2024-09-20
Fairmont Family Dentistry Group,https://fairmontfamilydentistrygroup.example,+12969394004,Chicago,IL,33,General Dentistry — Group,active_client,3,organizational_design,healthy,2026-04-23
Lakeshore Dentistry,https://lakeshoredentistry243.example,+12344771273,Houston,TX,21,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-05-18
Bramwell Oral & Maxillofacial Surgery,https://bramwelloralmaxillofacialsur.example,+14758723082,Phoenix,AZ,14,Oral Surgery,active_client,1,organizational_design,healthy,2025-07-26
Harbour Smile Partners,https://harboursmilepartners.example,+15865309990,Philadelphia,PA,408,Dental Services Organization,active_client,34,organizational_design,healthy,2025-09-21
Ashford Dental Associates,https://ashforddentalassociates.example,+17683892098,San Antonio,TX,32,General Dentistry — Group,at_risk,2,organizational_design,at_risk,2025-04-18
Wynn Braces & Aligners,https://wynnbracesaligners247.example,+15997507799,San Diego,CA,6,Orthodontics,active_client,1,organizational_design,healthy,2026-01-07
Harbour Dermatology Group,https://harbourdermatologygroup.example,+16359512046,Dallas,TX,8,Medical — Specialty,active_client,1,organizational_design,watchlist,2026-01-05
Wexford Dental Associates,https://wexforddentalassociates.example,+12326628237,San Jose,CA,36,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-01-19
Westgate Dental Collective,https://westgatedentalcollective250.example,+15153631146,Austin,TX,72,Dental Services Organization,active_client,6,organizational_design,watchlist,2025-04-01
Windsor Dental Alliance,https://windsordentalalliance251.example,+18135009962,Jacksonville,FL,252,Dental Services Organization,active_client,14,organizational_design,watchlist,2024-11-28
Hollis Orthodontic Group,https://hollisorthodonticgroup.example,+17235632755,Fort Worth,TX,36,Orthodontics,active_client,3,organizational_design,watchlist,2025-03-01
Silverbrook Dental Associates,https://silverbrookdentalassociates253.example,+16457247788,Columbus,OH,48,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-03-14
Belmont Root Canal Specialists,https://belmontrootcanalspecialists.example,+17466907064,Indianapolis,IN,6,Periodontics,active_client,1,organizational_design,healthy,2026-07-03
Prescott Endodontic Associates,https://prescottendodonticassociates.example,+15245024706,Charlotte,NC,14,Periodontics,at_risk,1,organizational_design,at_risk,2025-08-08
Fieldstone Dental Care,https://fieldstonedentalcare.example,+15732988443,San Francisco,CA,13,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-11-07
Pinehurst Family Dentistry Group,https://pinehurstfamilydentistrygrou.example,+15966269543,Seattle,WA,30,General Dentistry — Group,active_client,2,organizational_design,watchlist,2025-08-28
Bayview Oral & Maxillofacial Surgery,https://bayvieworalmaxillofacialsurg.example,+16117894051,Denver,CO,8,Oral Surgery,at_risk,1,organizational_design,at_risk,2025-01-03
