Deal Name,Amount,Close Date,Associated Company,zia_deal_type,zia_service_type,zia_seats_committed,zia_hours_per_week,zia_expected_launch_date,zia_primary_challenge
Ashford Periodontics — Momentum 3 seats,64846,2026-03-02,ashfordperiodontics9418.com,Momentum,Revenue Cycle / Billing;Treatment Coordination,3,26,,Practice software gap
Camden Dental Studio — Momentum embed,29929,2026-09-01,camdendentalstudio9524.com,Momentum,Claims & AR Follow-up;Recall & Reactivation,1,36,,
Beacon Dental Collective — Momentum embed,14964,2026-08-20,beacondentalcollective.com,Momentum,Treatment Coordination;Patient Scheduling,1,18,,
Kingsley Oral & Maxillofacial Surgery — Momentum embed,17459,2026-09-30,kingsleyoralmaxillofacialsur5663.com,Momentum,Practice Marketing;Revenue Cycle / Billing,1,21,,
Oakhurst Sports Rehab — Core 2 seats,37411,2026-06-27,oakhurstsportsrehab9371.com,Core,Insurance Verification;Patient Scheduling,2,30,2026-07-23,
Glenwood Dental Care — Momentum embed,26604,2026-10-02,glenwooddentalcare593.com,Momentum,Recall & Reactivation;Patient Scheduling,1,32,,
Bayview Family Dentistry Group — Momentum 2 seats,61521,2026-03-16,bayviewfamilydentistrygroup5094.com,Momentum,Revenue Cycle / Billing,2,37,2026-04-03,
Draycott Dental Studio — Momentum 2 seats,38243,2025-10-23,draycottdentalstudio612.com,Momentum,Recall & Reactivation;Patient Scheduling,2,23,2025-11-02,
Kingsley Dental Care — Momentum embed,26604,2026-08-14,kingsleydentalcare.com,Momentum,Insurance Verification;Treatment Coordination,1,32,,
Granville Dental Care Group — Core 2 seats,32423,2026-06-29,granvilledentalcaregroup4346.com,Core,Insurance Verification;Front Office / Patient Comms,2,26,2026-07-13,
Clearwater Pediatric Dentistry — Momentum embed,24941,2025-04-20,clearwaterpediatricdentistry.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,30,,
Sinclair Dental Partners — Momentum embed,19121,2026-11-22,sinclairdentalpartners7569.com,Momentum,Practice Marketing;Revenue Cycle / Billing,1,23,,
Maplewood Dental Partners — Core 3 seats,59858,2026-09-15,maplewooddentalpartners3439.com,Core,Patient Scheduling;Recall & Reactivation,3,32,,
Harbour Smile Dentistry — Summit 2 seats,52584,2026-09-04,harboursmiledentistry3269.com,Summit,Claims & AR Follow-up;Office Management,2,23,,
Westgate Surgical Arts — Core embed,17459,2026-10-19,westgatesurgicalarts6009.com,Core,Insurance Verification;Patient Scheduling,1,28,,Practice software gap
Lockhart Orthodontics — Momentum embed,22447,2026-09-09,lockhartorthodontics.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,27,,
Kingsley Family Dentistry Group — Core 2 seats,41152,2026-07-06,kingsleyfamilydentistrygroup5233.com,Core,Insurance Verification,2,33,2026-07-21,
Everly Orthodontic Specialists — Momentum 2 seats,39905,2026-09-19,everlyorthodonticspecialists1172.com,Momentum,Patient Scheduling;Insurance Verification,2,24,,
Brookvale Dental Collective — Momentum embed,28266,2026-05-18,brookvaledentalcollective.com,Momentum,Practice Marketing;Insurance Verification,1,34,2026-05-31,
Alder Creek Dental Collective — Summit embed,38866,2025-03-03,aldercreekdentalcollective4865.com,Summit,Office Management;Operations Leadership,1,34,2025-03-10,
Ridgeway Oral Surgery Associates — Momentum 3 seats,64846,2026-09-24,ridgewayoralsurgeryassociate.com,Momentum,Claims & AR Follow-up;Recall & Reactivation,3,26,,Specialty experience
Ashford Orthodontics — Core embed,19329,2026-10-26,ashfordorthodontics.com,Core,Insurance Verification;Recall & Reactivation,1,31,,
Fieldstone Pediatric Dentistry — Core 2 seats,42399,2025-02-08,fieldstonepediatricdentistry.com,Core,Records & Charting Support,2,34,2025-02-19,
Clearwater Rehab Associates — Momentum embed,22447,2025-01-20,clearwaterrehabassociates3966.com,Momentum,Treatment Coordination;Insurance Verification,1,27,,
Harbour Movement Clinic — Momentum 2 seats,59858,2026-10-20,harbourmovementclinic6380.com,Momentum,Practice Marketing;Recall & Reactivation,2,36,,
Cedar Point Smile Dentistry — Summit embed,35437,2025-02-25,cedarpointsmiledentistry.com,Summit,Revenue Cycle / Billing;Operations Leadership,1,31,2025-03-20,
Fieldstone Dental Alliance — Momentum 2 seats,41568,2026-07-21,fieldstonedentalalliance9710.com,Momentum,Practice Marketing;Revenue Cycle / Billing,2,25,2026-08-15,
Draycott Sleep Medicine — Core embed,13717,2025-06-29,draycottsleepmedicine.com,Core,Insurance Verification;Front Office / Patient Comms,1,22,,Specialty experience
Thornbury Physical Therapy — Core embed,18082,2026-11-02,thornburyphysicaltherapy.com,Core,Insurance Verification;Records & Charting Support,1,29,,
Cavendish Family Dental — Summit embed,30864,2025-09-09,cavendishfamilydental4683.com,Summit,Claims & AR Follow-up,1,27,,Practice software gap
Tarrant Family Dental — Core embed,14341,2026-03-03,tarrantfamilydental3633.com,Core,Insurance Verification;Patient Scheduling,1,23,2026-03-31,
Summit Ridge Oral Health Partners — Core embed,13717,2026-11-22,summitridgeoralhealthpartner1804.com,Core,Patient Scheduling;Front Office / Patient Comms,1,22,,
Pinehurst Oral Surgery Associates — Momentum embed,23278,2026-09-12,pinehurstoralsurgeryassociat.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,28,,
Ashford Family Dentistry Group — Core embed,15588,2025-08-22,ashfordfamilydentistrygroup6117.com,Core,Insurance Verification,1,25,2025-09-04,
Granville Orthodontic Specialists — Momentum embed,23278,2025-10-13,granvilleorthodonticspeciali.com,Momentum,Practice Marketing,1,28,2025-10-28,
Granville Dental Group — Momentum embed,20784,2026-09-26,granvilledentalgroup857.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,25,,
Camden Orthodontics — Momentum embed,17459,2026-08-06,camdenorthodontics8726.com,Momentum,Patient Scheduling;Recall & Reactivation,1,21,2026-08-23,
Westgate Dentistry — Core embed,21823,2025-10-12,westgatedentistry5828.com,Core,Front Office / Patient Comms;Recall & Reactivation,1,35,2025-11-08,
Bayview Periodontal Specialists — Momentum embed,24109,2026-05-08,bayviewperiodontalspecialist.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,29,2026-05-22,
Foxfield Smile Dentistry — Core embed,15588,2024-12-22,foxfieldsmiledentistry7494.com,Core,Records & Charting Support;Patient Scheduling,1,25,2025-01-08,
Pinehurst Family Dentistry Group — Core embed,16835,2025-08-16,pinehurstfamilydentistrygrou.com,Core,Records & Charting Support,1,27,2025-09-05,
Fairmont Sports Rehab — Core 2 seats,29929,2025-03-02,fairmontsportsrehab.com,Core,Recall & Reactivation;Insurance Verification,2,24,,
Harbour Family Dental — Core embed,21823,2026-11-13,harbourfamilydental3783.com,Core,Patient Scheduling;Recall & Reactivation,1,35,,
Beacon Braces & Aligners — Core embed,17459,2026-11-13,beaconbracesaligners2331.com,Core,Patient Scheduling;Records & Charting Support,1,28,,
Sinclair Orthodontics — Momentum embed,15796,2026-08-28,sinclairorthodontics9825.com,Momentum,Recall & Reactivation;Revenue Cycle / Billing,1,19,,
Kingsley Dentistry — Summit embed,33150,2026-09-21,kingsleydentistry546.com,Summit,Office Management;Revenue Cycle / Billing,1,29,,
Everly Dental Studio — Momentum embed,22447,2025-05-27,everlydentalstudio5711.com,Momentum,Claims & AR Follow-up;Treatment Coordination,1,27,2025-06-16,
Everly Dental Group — Momentum embed,23278,2026-09-12,everlydentalgroup9636.com,Momentum,Practice Marketing;Recall & Reactivation,1,28,,
Bramwell Kids Dental Care — Momentum embed,28266,2025-04-12,bramwellkidsdentalcare5117.com,Momentum,Claims & AR Follow-up;Revenue Cycle / Billing,1,34,,
Bramwell Orthodontic Specialists — Momentum embed,17459,2025-04-27,bramwellorthodonticspecialis.com,Momentum,Treatment Coordination;Insurance Verification,1,21,2025-05-05,
Foxfield Dental Associates — Core embed,19953,2025-09-02,foxfielddentalassociates.com,Core,Front Office / Patient Comms,1,32,2025-09-29,
Beacon Rehab Associates — Core embed,14341,2026-11-27,beaconrehabassociates4453.com,Core,Records & Charting Support;Front Office / Patient Comms,1,23,,Communication style
Glenwood Oral Health Partners — Core embed,19953,2026-09-29,glenwoodoralhealthpartners5170.com,Core,Recall & Reactivation;Records & Charting Support,1,32,,
Redwood Family Dental — Summit 3 seats,96022,2026-10-06,redwoodfamilydental5506.com,Summit,Claims & AR Follow-up;Office Management,3,28,,
Nortonville Oral Health Partners — Momentum embed,19121,2025-03-24,nortonvilleoralhealthpartner2991.com,Momentum,Practice Marketing;Recall & Reactivation,1,23,2025-04-19,
Redwood Endodontic Associates — Core 3 seats,48635,2026-11-04,redwoodendodonticassociates2451.com,Core,Insurance Verification,3,26,,
Hollis Dental Care — Summit embed,30864,2025-03-06,hollisdentalcare.com,Summit,Office Management;Operations Leadership,1,27,2025-03-21,
Tarrant Root Canal Specialists — Momentum 2 seats,44893,2025-01-10,tarrantrootcanalspecialists8698.com,Momentum,Insurance Verification,2,27,2025-01-26,
Tarrant Braces & Aligners — Momentum embed,28266,2026-09-02,tarrantbracesaligners.com,Momentum,Claims & AR Follow-up;Practice Marketing,1,34,,Practice software gap
Prescott Smile Partners — Momentum 2 seats,56532,2026-06-18,prescottsmilepartners3710.com,Momentum,Revenue Cycle / Billing;Recall & Reactivation,2,34,,Coverage hours mismatch
Alder Creek Endodontic Associates — Core embed,21823,2026-09-05,aldercreekendodonticassociat1724.com,Core,Insurance Verification;Records & Charting Support,1,35,,
Bramwell Dental Alliance — Momentum 2 seats,28266,2025-03-30,bramwelldentalalliance5274.com,Momentum,Patient Scheduling;Recall & Reactivation,2,17,2025-04-23,
Beacon Dental Care — Core embed,15588,2026-09-18,beacondentalcare.com,Core,Records & Charting Support;Front Office / Patient Comms,1,25,,Client paused decision
Brookvale Dental Studio — Summit 2 seats,41152,2025-06-25,brookvaledentalstudio5489.com,Summit,Office Management;Operations Leadership,2,18,2025-07-19,
Clearwater Orthodontic Specialists — Core embed,16212,2026-08-12,clearwaterorthodonticspecial6018.com,Core,Records & Charting Support;Patient Scheduling,1,26,,
Harbour Family Dental — Momentum embed,26604,2026-11-26,harbourfamilydental4206.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,32,,Client paused decision
Ellswood Orthodontics — Core 2 seats,24941,2026-03-24,ellswoodorthodontics8075.com,Core,Patient Scheduling;Recall & Reactivation,2,20,,
Sinclair Family Dentistry Group — Momentum 2 seats,36580,2025-10-07,sinclairfamilydentistrygroup.com,Momentum,Patient Scheduling;Recall & Reactivation,2,22,2025-10-18,
Clearwater Family Dental — Core embed,15588,2026-08-17,clearwaterfamilydental8540.com,Core,Records & Charting Support;Insurance Verification,1,25,,
Silverbrook Dental Partners — Core embed,24317,2026-08-13,silverbrookdentalpartners7000.com,Core,Front Office / Patient Comms;Recall & Reactivation,1,39,,
Pinehurst Smile Dentistry — Core embed,11223,2025-02-26,pinehurstsmiledentistry2637.com,Core,Records & Charting Support;Patient Scheduling,1,18,,
Tarrant Dental Care — Core embed,18706,2026-09-13,tarrantdentalcare2549.com,Core,Records & Charting Support;Front Office / Patient Comms,1,30,,
Pinehurst Dental Partners — Momentum embed,16627,2025-11-14,pinehurstdentalpartners8610.com,Momentum,Insurance Verification;Treatment Coordination,1,20,2025-11-26,
Beacon Periodontal Specialists — Core embed,20576,2026-01-08,beaconperiodontalspecialists.com,Core,Records & Charting Support;Insurance Verification,1,33,,Rate
Foxfield Dental Group — Summit embed,34294,2026-08-13,foxfielddentalgroup367.com,Summit,Claims & AR Follow-up;Operations Leadership,1,30,,
Maplewood Dental Alliance — Summit 2 seats,38866,2026-05-02,maplewooddentalalliance5247.com,Summit,Claims & AR Follow-up;Office Management,2,17,,
Fairmont Orthodontic Group — Core embed,18706,2026-09-14,fairmontorthodonticgroup7612.com,Core,Recall & Reactivation,1,30,,
Draycott Orthodontic Group — Momentum 3 seats,77316,2026-12-04,draycottorthodonticgroup2694.com,Momentum,Revenue Cycle / Billing;Insurance Verification,3,31,,
Cavendish Dental Associates — Core embed,16835,2026-02-08,cavendishdentalassociates3643.com,Core,Records & Charting Support;Front Office / Patient Comms,1,27,,
Draycott Orthodontics — Core embed,16212,2026-07-22,draycottorthodontics6646.com,Core,Insurance Verification;Front Office / Patient Comms,1,26,,Specialty experience
Thornbury Smile Dentistry — Summit embed,38866,2026-02-24,thornburysmiledentistry1695.com,Summit,Operations Leadership;Revenue Cycle / Billing,1,34,2026-03-14,
Highpoint Orthodontics — Summit embed,36580,2026-01-28,highpointorthodontics.com,Summit,Claims & AR Follow-up;Operations Leadership,1,32,2026-02-08,
Prescott Smile Dentistry — Momentum embed,21615,2025-01-15,prescottsmiledentistry3138.com,Momentum,Insurance Verification;Practice Marketing,1,26,2025-01-25,
Hollis Endodontic Associates — Core embed,21200,2026-10-30,hollisendodonticassociates1255.com,Core,Patient Scheduling,1,34,,
Camden Dental Care Group — Core embed,15588,2025-01-01,camdendentalcaregroup.com,Core,Recall & Reactivation;Front Office / Patient Comms,1,25,2025-01-19,
Glenwood Dental Alliance — Core 2 seats,42399,2025-01-18,glenwooddentalalliance2316.com,Core,Front Office / Patient Comms;Patient Scheduling,2,34,,Specialty experience
Lakeshore Dental Associates — Core embed,21200,2026-11-16,lakeshoredentalassociates.com,Core,Patient Scheduling;Recall & Reactivation,1,34,,
Silverbrook Dental Studio — Core embed,16835,2024-12-31,silverbrookdentalstudio.com,Core,Recall & Reactivation;Records & Charting Support,1,27,,Coverage hours mismatch
Stonebridge Dental Associates — Momentum embed,25772,2025-04-28,stonebridgedentalassociates485.com,Momentum,Patient Scheduling;Revenue Cycle / Billing,1,31,2025-05-24,
Belmont Family Dentistry Group — Momentum 2 seats,53207,2025-07-05,belmontfamilydentistrygroup.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,2,32,2025-07-16,
Ridgeway Dental Associates — Momentum 3 seats,74822,2026-09-13,ridgewaydentalassociates5217.com,Momentum,Patient Scheduling;Claims & AR Follow-up,3,30,,Coverage hours mismatch
Ashford Dental Group — Momentum 3 seats,87293,2026-09-06,ashforddentalgroup7053.com,Momentum,Patient Scheduling;Practice Marketing,3,35,,Rate
Windsor Oral Health Partners — Core embed,18082,2025-10-22,windsororalhealthpartners1727.com,Core,Records & Charting Support;Recall & Reactivation,1,29,,Practice software gap
Camden Dental Group — Core embed,15588,2025-04-04,camdendentalgroup3682.com,Core,Records & Charting Support;Insurance Verification,1,25,2025-04-22,
Everly Orthodontics — Momentum 3 seats,69834,2025-07-08,everlyorthodontics5957.com,Momentum,Insurance Verification;Claims & AR Follow-up,3,28,2025-08-01,
Wynn Oral Health Partners — Momentum 3 seats,62352,2025-08-16,wynnoralhealthpartners495.com,Momentum,Insurance Verification;Revenue Cycle / Billing,3,25,,
Westgate Children’s Dental — Momentum 2 seats,54870,2026-11-01,westgatechildrensdental366.com,Momentum,Patient Scheduling;Practice Marketing,2,33,,
Camden Dental Studio — Core embed,13094,2026-09-30,camdendentalstudio9524.com,Core,Patient Scheduling;Front Office / Patient Comms,1,21,,
Wynn Oral Surgery Associates — Momentum embed,19953,2026-06-07,wynnoralsurgeryassociates6094.com,Momentum,Treatment Coordination,1,24,2026-06-18,
Beacon Endodontic Associates — Core 2 seats,29929,2026-01-06,beaconendodonticassociates.com,Core,Patient Scheduling,2,24,2026-01-26,
Wynn Dentistry — Momentum 3 seats,59858,2026-09-22,wynndentistry.com,Momentum,Recall & Reactivation;Claims & AR Follow-up,3,24,,
Ellswood Orthodontic Group — Momentum embed,20784,2026-06-24,ellswoodorthodonticgroup5835.com,Momentum,Practice Marketing;Revenue Cycle / Billing,1,25,2026-07-15,
Wexford Orthodontic Specialists — Momentum embed,24109,2025-09-01,wexfordorthodonticspecialist.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,29,2025-09-24,
Westgate Orthodontic Group — Momentum embed,27435,2026-11-20,westgateorthodonticgroup5779.com,Momentum,Claims & AR Follow-up,1,33,,Specialty experience
Belmont Children’s Dental — Core embed,16212,2026-10-26,belmontchildrensdental9478.com,Core,Front Office / Patient Comms;Patient Scheduling,1,26,,
Nortonville Oral & Maxillofacial Surgery — Summit embed,36580,2026-08-24,nortonvilleoralmaxillofacial4425.com,Summit,Operations Leadership;Claims & AR Follow-up,1,32,,Practice software gap
Belmont Dental Collective — Core embed,16212,2025-06-12,belmontdentalcollective4483.com,Core,Patient Scheduling;Records & Charting Support,1,26,2025-06-19,
Silverbrook Endodontic Associates — Momentum 2 seats,48219,2025-10-21,silverbrookendodonticassocia4580.com,Momentum,Insurance Verification;Treatment Coordination,2,29,2025-11-11,
Foxfield Dental Group — Momentum 2 seats,56532,2025-01-03,foxfielddentalgroup.com,Momentum,Insurance Verification,2,34,2025-01-13,
Fairmont Smile Dentistry — Momentum embed,16627,2025-08-29,fairmontsmiledentistry1219.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,20,,
Pinehurst Dental Studio — Summit embed,43439,2026-11-27,pinehurstdentalstudio5043.com,Summit,Revenue Cycle / Billing,1,38,,
Hollis Family Dental — Momentum 2 seats,33254,2026-04-19,hollisfamilydental.com,Momentum,Treatment Coordination,2,20,2026-05-01,
Lockhart Dental Care Group — Momentum embed,16627,2026-11-03,lockhartdentalcaregroup2114.com,Momentum,Recall & Reactivation;Patient Scheduling,1,20,,Client paused decision
Ellswood Orthodontics — Momentum embed,17459,2025-03-09,ellswoodorthodontics.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,21,2025-03-28,
Glenwood Physical Therapy — Momentum 2 seats,31592,2025-02-26,glenwoodphysicaltherapy5139.com,Momentum,Practice Marketing;Claims & AR Follow-up,2,19,2025-03-24,
Fieldstone Kids Dental Care — Core embed,16212,2025-05-11,fieldstonekidsdentalcare.com,Core,Records & Charting Support;Patient Scheduling,1,26,2025-06-01,
Fieldstone Oral Health Partners — Momentum embed,19953,2024-12-31,fieldstoneoralhealthpartners7868.com,Momentum,Recall & Reactivation;Patient Scheduling,1,24,,Rate
Highpoint Orthodontic Group — Momentum 3 seats,69834,2026-07-20,highpointorthodonticgroup3179.com,Momentum,Treatment Coordination;Claims & AR Follow-up,3,28,,Specialty experience
Prescott Dental Studio — Momentum embed,19953,2026-11-17,prescottdentalstudio.com,Momentum,Practice Marketing;Recall & Reactivation,1,24,,
Maplewood Periodontics — Momentum 2 seats,49882,2025-12-16,maplewoodperiodontics5595.com,Momentum,Claims & AR Follow-up;Patient Scheduling,2,30,,
Hollis Movement Clinic — Core 2 seats,26188,2026-09-19,hollismovementclinic.com,Core,Records & Charting Support;Insurance Verification,2,21,,
Beacon Dental Alliance — Core embed,11223,2025-01-22,beacondentalalliance529.com,Core,Insurance Verification;Recall & Reactivation,1,18,,
Thornbury Orthodontic Specialists — Core embed,19329,2026-03-02,thornburyorthodonticspeciali152.com,Core,Front Office / Patient Comms,1,31,,
Fieldstone Family Dentistry Group — Momentum embed,20784,2026-08-21,fieldstonefamilydentistrygro8903.com,Momentum,Patient Scheduling;Revenue Cycle / Billing,1,25,,
Stonebridge Orthodontics — Momentum 2 seats,56532,2025-01-29,stonebridgeorthodontics.com,Momentum,Patient Scheduling;Practice Marketing,2,34,2025-02-06,
Oakhurst Smile Dentistry — Momentum embed,24941,2025-03-23,oakhurstsmiledentistry2774.com,Momentum,Recall & Reactivation;Revenue Cycle / Billing,1,30,,
Nortonville Family Dentistry Group — Momentum embed,26604,2026-08-26,nortonvillefamilydentistrygr1134.com,Momentum,Revenue Cycle / Billing;Recall & Reactivation,1,32,,
Sinclair Orthodontic Group — Summit embed,25149,2025-07-31,sinclairorthodonticgroup7385.com,Summit,Claims & AR Follow-up;Operations Leadership,1,22,2025-08-15,
Summit Ridge Dental Alliance — Momentum embed,18290,2026-11-12,summitridgedentalalliance2646.com,Momentum,Recall & Reactivation;Practice Marketing,1,22,,
Fairmont Dental Associates — Summit embed,22862,2024-12-19,fairmontdentalassociates1053.com,Summit,Operations Leadership;Revenue Cycle / Billing,1,20,2025-01-06,
Tarrant Dental Care — Momentum embed,27435,2026-05-09,tarrantdentalcare2549.com,Momentum,Patient Scheduling;Practice Marketing,1,33,2026-05-21,
Summit Ridge Smile Dentistry — Summit embed,29721,2026-09-21,summitridgesmiledentistry1561.com,Summit,Revenue Cycle / Billing,1,26,,
Lakeshore Movement Clinic — Momentum embed,23278,2025-10-04,lakeshoremovementclinic.com,Momentum,Claims & AR Follow-up;Treatment Coordination,1,28,2025-10-24,
Glenwood Sports Rehab — Core embed,16835,2025-09-13,glenwoodsportsrehab9203.com,Core,Records & Charting Support;Insurance Verification,1,27,,
Ridgeway Endodontic Associates — Momentum embed,25772,2025-02-13,ridgewayendodonticassociates3515.com,Momentum,Practice Marketing;Recall & Reactivation,1,31,,Coverage hours mismatch
Beacon Family Dentistry Group — Momentum 2 seats,46556,2026-08-16,beaconfamilydentistrygroup.com,Momentum,Practice Marketing;Recall & Reactivation,2,28,,Coverage hours mismatch
Wynn Dentistry — Core embed,17459,2026-12-06,wynndentistry.com,Core,Recall & Reactivation;Records & Charting Support,1,28,,
Northline Sports Rehab — Momentum 2 seats,49882,2025-12-14,northlinesportsrehab5224.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,2,30,,
Summit Ridge Dental Care — Core 3 seats,52376,2026-11-08,summitridgedentalcare1135.com,Core,Records & Charting Support;Patient Scheduling,3,28,,
Pinehurst Dental Studio — Momentum embed,24109,2026-11-17,pinehurstdentalstudio.com,Momentum,Claims & AR Follow-up;Insurance Verification,1,29,,
Nortonville Endodontic Associates — Momentum embed,22447,2026-09-23,nortonvilleendodonticassocia4146.com,Momentum,Insurance Verification;Practice Marketing,1,27,,Client paused decision
Redwood Sports Rehab — Momentum embed,14133,2025-01-02,redwoodsportsrehab.com,Momentum,Revenue Cycle / Billing;Practice Marketing,1,17,2025-01-09,
Bramwell Orthodontic Group — Core embed,14341,2026-08-26,bramwellorthodonticgroup9591.com,Core,Recall & Reactivation,1,23,,Communication style
Pinehurst Root Canal Specialists — Momentum embed,22447,2026-05-13,pinehurstrootcanalspecialist.com,Momentum,Insurance Verification;Practice Marketing,1,27,,
Lockhart Dentistry — Core embed,13094,2026-09-06,lockhartdentistry3809.com,Core,Recall & Reactivation;Insurance Verification,1,21,,
Thornbury Dental Partners — Core 2 seats,33670,2026-01-31,thornburydentalpartners2788.com,Core,Patient Scheduling;Recall & Reactivation,2,27,2026-02-27,
Sinclair Dental Studio — Momentum 2 seats,53207,2026-08-15,sinclairdentalstudio6934.com,Momentum,Patient Scheduling;Treatment Coordination,2,32,,Communication style
Fairmont Orthodontics — Summit embed,24006,2025-01-02,fairmontorthodontics7333.com,Summit,Operations Leadership;Claims & AR Follow-up,1,21,2025-01-30,
Prescott Kids Dental Care — Summit embed,33150,2026-09-29,prescottkidsdentalcare8624.com,Summit,Office Management;Claims & AR Follow-up,1,29,,
Wynn Children’s Dental — Summit embed,36580,2026-08-23,wynnchildrensdental.com,Summit,Claims & AR Follow-up,1,32,,
Highpoint Dental Care — Core embed,20576,2025-12-27,highpointdentalcare7223.com,Core,Front Office / Patient Comms;Recall & Reactivation,1,33,2026-01-04,
Sinclair Dentistry — Momentum 3 seats,47388,2026-10-14,sinclairdentistry.com,Momentum,Recall & Reactivation,3,19,,
Sinclair Dental Studio — Summit embed,35437,2026-09-24,sinclairdentalstudio2757.com,Summit,Revenue Cycle / Billing;Operations Leadership,1,31,,Client paused decision
Tarrant Dental Care — Momentum embed,16627,2026-05-23,tarrantdentalcare9756.com,Momentum,Recall & Reactivation;Practice Marketing,1,20,2026-06-16,
Lakeshore Orthodontic Group — Summit embed,33150,2026-06-09,lakeshoreorthodonticgroup.com,Summit,Claims & AR Follow-up;Revenue Cycle / Billing,1,29,,
Silverbrook Smile Partners — Momentum 2 seats,31592,2025-10-04,silverbrooksmilepartners673.com,Momentum,Practice Marketing;Patient Scheduling,2,19,2025-10-19,
Tarrant Dental Care — Momentum embed,17459,2026-11-20,tarrantdentalcare.com,Momentum,Practice Marketing,1,21,,Communication style
Granville Orthodontics — Core 3 seats,44893,2025-06-04,granvilleorthodontics9115.com,Core,Insurance Verification;Front Office / Patient Comms,3,24,2025-06-22,
Thornbury Dental Associates — Core embed,16835,2026-10-08,thornburydentalassociates.com,Core,Insurance Verification;Front Office / Patient Comms,1,27,,
Belmont Smile Partners — Summit embed,25149,2025-01-14,belmontsmilepartners5584.com,Summit,Revenue Cycle / Billing,1,22,,
Glenwood Periodontal Specialists — Core embed,13094,2025-02-26,glenwoodperiodontalspecialis7092.com,Core,Recall & Reactivation;Records & Charting Support,1,21,,Practice software gap
Alder Creek Family Dentistry Group — Core 2 seats,34917,2026-10-14,aldercreekfamilydentistrygro5003.com,Core,Records & Charting Support;Recall & Reactivation,2,28,,
Beacon Dental Care Group — Core embed,16835,2026-07-25,beacondentalcaregroup5098.com,Core,Recall & Reactivation,1,27,,Rate
Kingsley Dental Care Group — Momentum embed,19953,2026-11-04,kingsleydentalcaregroup517.com,Momentum,Practice Marketing;Recall & Reactivation,1,24,,Client paused decision
Prescott Dental Alliance — Summit embed,25149,2026-10-10,prescottdentalalliance.com,Summit,Claims & AR Follow-up;Operations Leadership,1,22,,Communication style
Ridgeway Family Dental — Momentum embed,23278,2026-10-22,ridgewayfamilydental7771.com,Momentum,Insurance Verification;Claims & AR Follow-up,1,28,,
Brookvale Dental Studio — Momentum embed,19953,2026-08-30,brookvaledentalstudio5489.com,Momentum,Revenue Cycle / Billing;Claims & AR Follow-up,1,24,,
Belmont Family Dental — Core embed,17459,2025-06-26,belmontfamilydental7682.com,Core,Front Office / Patient Comms;Patient Scheduling,1,28,,
Wexford Dental Group — Core 3 seats,31800,2025-12-21,wexforddentalgroup.com,Core,Recall & Reactivation,3,17,,Communication style
Pinehurst Dental Studio — Core 2 seats,38658,2026-08-15,pinehurstdentalstudio.com,Core,Records & Charting Support;Front Office / Patient Comms,2,31,,Client paused decision
Belmont Dental Care — Momentum embed,24109,2025-05-30,belmontdentalcare3102.com,Momentum,Insurance Verification;Recall & Reactivation,1,29,2025-06-24,
Everly Orthodontic Specialists — Momentum embed,25772,2026-09-21,everlyorthodonticspecialists1172.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,31,,
Bramwell Pediatric Dentistry — Core 2 seats,33670,2024-12-23,bramwellpediatricdentistry3230.com,Core,Recall & Reactivation;Patient Scheduling,2,27,2025-01-04,
Westgate Oral Health Partners — Momentum 2 seats,46556,2026-12-07,westgateoralhealthpartners.com,Momentum,Recall & Reactivation;Treatment Coordination,2,28,,
Highpoint Dentistry — Core embed,20576,2026-04-01,highpointdentistry.com,Core,Records & Charting Support;Insurance Verification,1,33,2026-04-28,
Windsor Oral Health Partners — Core embed,23070,2026-09-11,windsororalhealthpartners7857.com,Core,Recall & Reactivation;Patient Scheduling,1,37,,
Foxfield Surgical Arts — Summit embed,26292,2026-08-26,foxfieldsurgicalarts807.com,Summit,Claims & AR Follow-up;Office Management,1,23,,
Alder Creek Kids Dental Care — Momentum embed,29929,2026-06-05,aldercreekkidsdentalcare.com,Momentum,Treatment Coordination;Claims & AR Follow-up,1,36,,
Glenwood Dental Associates — Momentum embed,29098,2026-03-26,glenwooddentalassociates6151.com,Momentum,Recall & Reactivation;Insurance Verification,1,35,2026-04-02,
Tarrant Orthodontic Specialists — Momentum embed,21615,2026-07-14,tarrantorthodonticspecialist5994.com,Momentum,Treatment Coordination;Recall & Reactivation,1,26,2026-08-04,
Westgate Family Dental — Summit embed,29721,2025-07-05,westgatefamilydental7768.com,Summit,Claims & AR Follow-up;Office Management,1,26,,
Brookvale Orthodontic Specialists — Momentum embed,22447,2026-09-18,brookvaleorthodonticspeciali.com,Momentum,Revenue Cycle / Billing;Insurance Verification,1,27,,
Harbour Smile Partners — Core embed,16835,2026-10-31,harboursmilepartners493.com,Core,Insurance Verification;Records & Charting Support,1,27,,
